id,name,description,category,location,floor,ageRange,exhibitType,environment,difficulty,durationMinutes,averageTimeMinutes,visitorCount,rating,feedbackCount,language,accessibility,maintenanceNotes,safetyNotes,educationalValue,curriculumLinks,materials,dimensions,weightKg,powerRequirements,temperatureRange,humidityRange,lastMaintenance,nextMaintenance,cost,sponsor,designer,manufacturer,warrantyExpiry,insuranceInfo,riskAssessment,emergencyContact,images,imagesCount,interactiveFeatures,coordinatesRaw,coordinateX,coordinateY,coordinateNotes,nearbyFacilities,routeInstructions,createdAt,updatedAt,isActive,exhibitCode,scientificName,virtualTour,videos,audioGuides
cmewnkpjr000uhnnp1wuek9dt,Virtual Reality – Stepping Into Another World,"Virtual Reality (VR) is a computer-generated 3D environment that people can explore and interact with using special headsets and controllers. Unlike watching a screen, VR makes you feel as if you’re inside the digital world—whether it’s walking on Mars, exploring the deep ocean, or experiencing history.

✨ Applications

Education: Virtual labs, history tours, anatomy exploration

Entertainment: VR games, movies, theme park rides

Healthcare: Surgery training, therapy for phobias

Industry: Architecture visualization, flight simulation, military training

Social: Virtual meetings, concerts, and shared digital spaces

🎯 Learning Outcome

Experience how technology can trick human senses into believing digital worlds are real.

Discover VR’s role in learning, training, and entertainment.

Understand the future of human-computer interaction.

⚡ Short Student-Friendly Museum Panel (70 words)

Virtual Reality (VR) uses headsets and sensors to transport people into a computer-generated 3D world. Instead of watching a screen, VR makes you feel like you are inside the experience—whether flying through space, exploring history, or playing immersive games. VR is transforming education, healthcare, and entertainment, opening doors to new ways of learning, working, and having fun.",ai-and-robotics,"Dehradun, Uttarakhand, India",first,families,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756461077044-137541615.jpg,1,,"{""floor"":""first"",""x"":8.583333333333334,""y"":26}",8.583333333333334,26,,,{},2025-08-29T09:51:17.847Z,2025-08-29T09:51:17.847Z,true,,,,,
cmeibbsqi00019wf68zewum1j,Canteen,"The canteen at RSC Dehradun provides visitors with a comfortable space to relax and enjoy light meals, snacks, and beverages during their visit. It is especially useful for school groups and families who spend several hours exploring the science park, galleries, and theatres. With affordable food options and group-friendly seating, it supports a full-day learning experience at the center.

Location: Ground Floor / Outdoor Campus (near entrance/exit area)

Theme: Visitor Facility (Food & Refreshments)

Type: Service / Amenity

Complexity Level: Basic

Target Age Group: All ages (students, families, researchers, staff)

Interactivity Score: 2 (service-based, not educational)

Duration: 10–30 minutes (average snack/meal break)

Learning Outcome: Supports long visits by offering refreshments and rest opportunities.

Features:

Vegetarian snacks & meals

Tea/coffee, beverages

Seating area for groups

Affordable pricing for students

Tags: facility, food, refreshment, rest, break, outdoor",biology,"Dehradun, Uttarakhand, India",outside,families,interactive,both,,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1755593978718-541457280.jpg,1,,"{""floor"":""outside"",""x"":19.1875,""y"":52.6}",19.1875,52.6,,,{},2025-08-19T08:59:40.216Z,2025-08-20T10:18:39.782Z,true,,,,,
cmewmdw4y000bhnnprtea4ppo,Design a Baby – Genetics of the Future,"Modern advances in genomics, CRISPR gene editing, and IVF technology have opened the door to the idea of “designing babies.” This means selecting or altering traits in embryos — such as disease resistance, eye color, intelligence, or physical abilities.

Key Features of the Exhibit:

Interactive Screen – “Choose the Traits”

Visitors can pick traits (eye color, height, disease resistance) and see how a “virtual baby” changes.

CRISPR Wall Display

Animated explanation of how CRISPR edits DNA.

Ethical Choice Corner

Touchscreens ask visitors:

Would you remove genetic diseases?

Would you enhance traits like intelligence or beauty?

Where should we draw the line?

Future of Humanity Timeline

Possible futures: Eradication of genetic disorders vs Social inequality by gene editing.

💡 Interactive Element

Build-a-Baby Game: Like a simulation where visitors drag genetic “blocks” (disease resistance, IQ, hair color) onto an embryo model and see the outcome.

Debate Polling: Visitors vote “Ethical” or “Not Ethical” on scenarios, and live results are displayed.

✨ Learning Outcome

Understand the science behind genetic engineering in humans.

Explore benefits (disease-free generations) vs risks (designer inequality, loss of diversity).

Encourage ethical reflection on how far technology should go.",biology,"Dehradun, Uttarakhand, India",first,families,hands-on,indoor,,8,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756459078511-48551484.jpg; exhibit-1756459078570-687575417.jpg; exhibit-1756459078660-561392808.jpg,3,,"{""floor"":""first"",""x"":1.9166666666666665,""y"":46.33333333333333}",1.9166666666666665,46.33333333333333,,,{},2025-08-29T09:18:00.179Z,2025-08-29T09:18:00.179Z,true,,,,,
cmewlxa6s0004hnnp9m6eybsf,Drug Design,"The Drug Design exhibit introduces visitors to the fascinating process of how modern medicines are developed—from identifying disease-causing agents to creating safe and effective drugs.

The display typically explains steps such as:

Target Identification – finding the biological molecule (like a protein or enzyme) linked to a disease.

Drug Discovery – designing or screening chemical compounds that can interact with the target.

Molecular Docking – visualizing how a drug molecule ""fits"" into the disease-causing protein (like a lock and key).

Preclinical & Clinical Trials – testing safety and effectiveness in labs and then in humans.

Approval & Distribution – ensuring drugs meet medical regulations before reaching patients.

Interactive panels may allow visitors to try virtual drug docking—seeing how shape and structure determine whether a medicine will be effective.

✨ Learning Outcome

Understand the science behind medicine development.

Learn how chemistry, biology, and computer simulations work together in drug design.

Appreciate the challenges of time, cost, and safety in making new medicines.",biology,"Dehradun, Uttarakhand, India",first,students,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756458304598-867922031.jpg,1,,"{""floor"":""first"",""x"":4.25,""y"":43.5}",4.25,43.5,,,{},2025-08-29T09:05:05.236Z,2025-08-29T09:05:05.236Z,true,,,,,
cmeib4glr0001jsz45lv6s4l9,Elliptical Speaking Fish,"Location: Outdoor Science Park (Ground area, near entry path)

Theme: Physics / Acoustics (Sound reflection)

Type: Interactive, two-person activity

Complexity Level: Basic (all ages can try)

Target Age Group: Kids, Teens, Families

Interactivity Score: 5 (visitors must participate)

Duration: ~3–4 minutes per try

Learning Outcome:

Demonstrates how sound waves travel and reflect along an ellipse.

When two people stand at the focal points of the structure and speak, their voices are carried directly to each other — even if they whisper.

Teaches principles of acoustics, geometry of ellipses, and sound propagation.

Features:

Outdoor installation

Physical model (large elliptical dish setup with fish-shaped acoustic reflector)

Tags: acoustics, ellipse, sound reflection, whispering, outdoor exhibit",biology,"Dehradun, Uttarakhand, India",outside,families,interactive,outdoor,,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1755593637780-921483115.jpg,1,Live Demonstrations,"{""floor"":""outside"",""x"":27.9375,""y"":50.6}",27.9375,50.6,,,{},2025-08-19T08:53:57.882Z,2025-08-20T10:18:39.766Z,false,,,,,
cmewm8pbi0008hnnp6mloe412,Minimal Invasive Surgery (MIS),"Minimal Invasive Surgery (MIS) represents a revolution in modern medicine, where doctors perform surgical procedures through tiny incisions instead of large cuts. This method reduces pain, scarring, recovery time, and risk of infection.

Key Features of the Exhibit:

Demonstration Models: Comparison between open surgery vs MIS using physical or AR models.

Endoscopy & Laparoscopy Tools: Display of cameras, robotic arms, and micro-instruments.

Robotic Surgery: Visual/interactive demo of robotic-assisted surgery (e.g., Da Vinci Surgical System).

Applications:

Removal of gallbladder, appendix, kidney stones.

Heart bypass with smaller incisions.

Neurosurgery with precision tools.

Future of MIS: Incorporating AI-guided robots, nanobots, and augmented reality navigation.

💡 Interactive Element:

Visitors can try a “hand–eye coordination” simulator, mimicking how surgeons control robotic instruments.

Touchscreen animation: “Journey of a tiny surgical camera inside the body.”

✨ Learning Outcome

Understand how MIS minimizes trauma to the body.

Appreciate the role of technology and robotics in healthcare.

Inspire interest in medical engineering and surgical innovation.",biology,"Dehradun, Uttarakhand, India",first,students,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756458836742-536533176.jpg; exhibit-1756458836821-757945850.jpg,2,,"{""floor"":""first"",""x"":1.9166666666666665,""y"":48.16666666666667}",1.9166666666666665,48.16666666666667,,,{},2025-08-29T09:13:58.062Z,2025-08-29T09:13:58.062Z,true,,,,,
cmewmc5zk000ahnnp64o2u024,Stem Cells – Nature’s Master Cells,"Stem cells are special cells that can self-renew and transform into different types of cells in the body. They hold immense promise for regenerative medicine, treating blood disorders, spinal cord injuries, and even growing artificial organs.

Key Features of the Exhibit:

3D Model of Cell Differentiation: Show how a single stem cell can become a muscle cell, nerve cell, or blood cell.

Medical Applications Wall: Infographics about treatments (leukemia therapy, tissue repair, Parkinson’s research).

Interactive Screen: “Choose a stem cell → Decide what it becomes → See how it repairs the body.”

Ethical Discussion Corner: Explore debates around embryonic vs adult stem cells.

💡 Interactive Element

Touchscreen Simulator: Visitors drag a stem cell into different body zones (heart, brain, skin) and watch animations of repair/regeneration.

Quiz: “Can stem cells cure aging?” – Explore possibilities and myths.

✨ Learning Outcome

Understand the unique ability of stem cells to regenerate tissues.

Explore medical breakthroughs in stem cell therapy.

Reflect on the ethical, scientific, and future implications of stem cell research.",biology,"Dehradun, Uttarakhand, India",first,students,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756458998349-292861399.jpg; exhibit-1756458998449-95580180.jpg,2,,"{""floor"":""first"",""x"":4.916666666666666,""y"":47.5}",4.916666666666666,47.5,,,{},2025-08-29T09:16:39.632Z,2025-08-29T09:16:39.632Z,true,,,,,
cmewmg8eh000chnnpahsum6sd,The Augmented Human,"The Augmented Human represents a fusion of biology and technology. Scientists are developing artificial organs, bionic limbs, brain-computer interfaces, and exoskeletons to restore abilities — and even go beyond natural human limits.

This exhibit shows a human body model with transparent layers:

Skeleton: Highlighted with titanium implants, robotic exoskeleton supports.

Organs: Artificial heart, 3D-printed lungs, synthetic kidney, retinal implants.

Nervous System: Brain chip connected to computers.

Muscles: Myoelectric sensors controlling robotic arms and legs.

🦾 Exhibit Zones

Life-size Augmented Human Model

Transparent mannequin showing bones, muscles, and cybernetic implants.

Visitors press buttons to light up: Artificial Heart, Bionic Eye, Brain Chip, Robotic Arm, Exoskeleton Frame.

AR Interaction (Augmented Reality)

Visitors use a tablet/AR glasses to “scan” the model.

The screen shows live animations: blood flowing through an artificial heart, signals firing in a brain chip, robotic arms moving.

Organ Replacement Wall

Realistic 3D-printed samples of artificial heart valves, prosthetic limbs, and neural implants.

Visitors can touch and explore.

Future Scenarios Corner

What if humans could:

Run 100 km without fatigue?

See infrared light with bionic eyes?

Upload memories with brain-computer chips?

💡 Interactive Elements

Try the Exoskeleton Simulator: Visitors wear a light robotic arm or glove that enhances grip strength.

Design Your Own Augmented Human (Touchscreen): Add cybernetic upgrades and see how the body transforms.

✨ Learning Outcome

Understand how bioengineering restores lost human functions (prosthetics, organ transplants).

Explore futuristic possibilities of human augmentation (super strength, enhanced senses, digital brain).

Reflect on the ethical questions: Where does healing end and “superhuman engineering” begin?",biology,"Dehradun, Uttarakhand, India",first,students,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756459188211-464688335.jpg; exhibit-1756459188265-54858919.jpg,2,,"{""floor"":""first"",""x"":2.4166666666666665,""y"":42.333333333333336}",2.4166666666666665,42.333333333333336,,,{},2025-08-29T09:19:49.385Z,2025-08-29T09:19:49.385Z,true,,,,,
cmez40j5e0017hnnp4918gdz3,24-Hour Geological Clock,"The 24-hour Geological Clock compresses the 4.6 billion-year history of Earth into a single day (24 hours). Each hour represents about 191 million years. This visualization helps us understand how long Earth has existed compared to how recently humans appeared.

🕒 Geological Timeline (24-Hour Clock):

00:00 (Midnight) – 🌌 Earth forms (4.6 billion years ago).

04:00 – 🌑 Oldest rocks form on Earth’s crust.

05:30 – 🌊 First evidence of life (microbes in oceans).

08:00 – 🌱 Photosynthesis begins, oxygen slowly increases.

14:00 (2 PM) – 🧫 First multicellular organisms.

17:30 (5:30 PM) – 🦑 Cambrian Explosion, rapid diversification of life.

20:30 (8:30 PM) – 🐟 First vertebrates, life moves from water to land.

21:00 (9 PM) – 🌳 Forests form, insects thrive.

22:00 (10 PM) – 🦖 Dinosaurs rule Earth.

23:39 (11:39 PM) – ☄️ Asteroid impact, dinosaurs go extinct.

23:58 (11:58 PM) – 🐒 Early humans evolve.

23:59:59 (Last second) – 🏙️ Recorded human history begins.

🔍 Key Insight:

If Earth’s history is 24 hours, humans have existed for less than 2 seconds.

Most of Earth’s time was dominated by microbes and simple life forms.

The “clock” shows how recent our presence is in the planet’s vast history.",earth-science,"Dehradun, Uttarakhand, India",first,researchers,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756609621571-624669074.jpg,1,,"{""floor"":""first"",""x"":85.75,""y"":22}",85.75,22,,,{},2025-08-31T03:07:02.258Z,2025-08-31T03:07:02.258Z,true,,,,,
cmeibm45b00049wf64jjkrirn,Acharya Jagadish Chandra Bose (J.C. Bose),"This exhibit celebrates Acharya J.C. Bose, the Indian scientist who proved that plants are alive and respond to touch, light, and sound. He also pioneered the use of microwaves and built instruments to detect very weak signals. His invention of the Crescograph amazed the world by showing plant growth in real time. Visitors can explore his pathbreaking work in radio science and plant biology, which continues to inspire modern research.",earth-science,"Dehradun, Uttarakhand, India",outside,researchers,passive,outdoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1755594460233-875047704.jpg,1,,"{""floor"":""outside"",""x"":47.6875,""y"":34.2}",47.6875,34.2,,,{},2025-08-19T09:07:41.565Z,2025-08-20T10:18:39.808Z,true,,,,,
cmez4h7ul001ahnnp491fv9i4,Anatomy of a Glacier,"A glacier is a massive, slow-moving body of ice formed from accumulated snowfall that compacts into ice over centuries. Glaciers are called “rivers of ice” and play a crucial role in shaping landscapes, feeding rivers, and sustaining life.

Main Parts of a Glacier

Accumulation Zone

The upper part of a glacier where snowfall is greater than melting.

Snow compacts into firn (granular ice) and then into solid glacial ice.

Acts as the ""birthplace"" of the glacier.

Ablation Zone

The lower part of the glacier where melting, sublimation, or calving (breaking of icebergs) occurs.

Ice is lost here, balancing the glacier’s growth.

Firn Line / Snow Line

The dividing line between the accumulation zone and ablation zone.

Marks where the glacier neither gains nor loses mass.

Glacier Tongue / Snout

The end of the glacier that extends into valleys or plains.

Acts like the ""foot"" of the glacier.

Crevasses

Deep cracks in the ice due to stress and movement.

Dangerous but also reveal internal glacier flow.

Moraines

Deposits of rocks and debris carried by the glacier.

Types:

Lateral Moraines (along sides)

Medial Moraines (middle, formed when two glaciers meet)

Terminal Moraine (at the snout, marking maximum extent).

Glacial Meltwater Streams

Streams formed by melting ice, feeding rivers like the Ganga, Yamuna, and Indus in the Himalayas.

Functions of Glaciers

Act as freshwater reservoirs.

Carve out U-shaped valleys and fjords.

Regulate climate and water cycles.

Source of many Indian rivers.

🔹 Visualization Idea for Exhibit:

A 3D cross-sectional model of a glacier with labeled parts (accumulation zone, ablation zone, snout, moraines, etc.).

Flow arrows to show ice movement.

Interactive demo: Press button → light up specific glacier parts.",earth-science,"Dehradun, Uttarakhand, India",first,researchers,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756610399815-518354397.jpg,1,,"{""floor"":""first"",""x"":90.58333333333334,""y"":21.5}",90.58333333333334,21.5,,,{},2025-08-31T03:20:00.765Z,2025-08-31T03:20:00.765Z,true,,,,,
cmez3sl390015hnnpsebq7h0i,Earth – Origin and Growth,"This exhibit unfolds the story of Earth, from cosmic dust to the modern biosphere:

🔹 Birth of Earth (4.6 billion years ago)

3D holographic animation of solar nebula forming planets.

Interactive rotating model showing Earth’s molten early surface.

🔹 Formation of Oceans & Atmosphere

Simulation of volcanic eruptions releasing gases → forming primitive atmosphere.

AR demo where visitors “pour” virtual water to see oceans form.

🔹 Origin of Life (3.8–3.5 billion years ago)

Animated model of primordial soup leading to first microbes.

“Microscope stations” with AR to explore early microorganisms.

🔹 Growth of Life & Evolution

Touchscreen timeline:

Cambrian explosion (diverse life forms)

Age of dinosaurs

Rise of mammals & humans.

Fossil replicas and 3D-printed ancient creatures.

🔹 Earth’s Dynamic Changes

Interactive continental drift table showing Pangaea → today’s continents.

Earthquake & volcano AR simulation to feel Earth’s “living” nature.

🔹 Human Age & Future

Growth of civilizations (agriculture → industry → digital age).

A reflective zone: “What’s Next for Earth?” → visitors vote on screens about climate, space colonization, sustainability.

🌟 Why It’s Exciting

Connects cosmos, geology, biology, and human history in one story.

Combines visual effects + interactive learning.

Sparks curiosity about both Earth’s past and its future.

⚡ Short Museum Panel (70 words)

Earth: Origin and Growth takes you on a 4.6-billion-year journey — from cosmic dust and molten beginnings to oceans, life, and civilizations. Witness the birth of continents, the rise of dinosaurs, and the emergence of humankind. Through interactive models, fossils, and AR experiences, discover how Earth has transformed across time. This exhibit reminds us that our planet is ever-changing — and our future depends on how we shape its next chapter.",earth-science,"Dehradun, Uttarakhand, India",first,researchers,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756609250793-510459930.jpg,1,,"{""floor"":""first"",""x"":82.25,""y"":21}",82.25,21,,,{},2025-08-31T03:00:51.526Z,2025-08-31T03:00:51.526Z,true,,,,,
