id,name,category,floor,ageRange,type,environment,features,imagesCount,createdAt,updatedAt,description
cmezjmbzh00085vbijo49pyzz,3D Film Show,technology,,families,interactive,indoor,[],1,2025-08-31T10:23:53.629Z,2025-08-31T10:23:53.629Z,"Put on the special 3D glasses and watch the film on the screen. Notice how the images appear to “pop out” or move into the depth of the screen, giving you a three-dimensional experience.

Scientific Principle:

Normally, a movie screen shows only 2D pictures (height and width).

To create the illusion of depth, 3D films use the fact that our two eyes see slightly different views of the same object (this is called binocular vision or stereopsis).

In a 3D movie, two slightly different images of the same scene are projected at once, one for the left eye and one for the right eye.

The special glasses filter these images so that each eye receives only its intended image (using polarized light or color filters like red-cyan anaglyphs).

Your brain then combines the two images to create a perception of depth and realism.

Applications:

3D movies in cinemas and VR headsets.

Medical imaging for better visualization.

Scientific simulations and training."
cmezj1p5000075vbiud3wj9lv,Color Shadows,physics,,families,interactive,indoor,[],2,2025-08-31T10:07:50.916Z,2025-08-31T10:07:50.916Z,"Stand in front of the screen and watch your shadow in colours! Instead of one dark shadow, your body casts several colored shadows—red, green, blue, cyan, magenta, yellow, and black.

This happens because the exhibit uses three coloured lights – red, green, and blue.

When your body blocks one light, the other two mix to form a new coloured shadow.

Example: Blocking green light leaves red + blue = magenta shadow. Blocking red light leaves green + blue = cyan shadow.

When all three lights shine together, the screen looks white.

When you block all three, you see a black shadow.

✨ What You Learn

Additive colour mixing: Red, Green, and Blue are the primary colours of light.

Their combinations create secondary colours: Cyan, Magenta, and Yellow.

This principle is the basis of television screens, monitors, and projectors."
cmezin7ex00065vbigduksq1n,Colours Through Polarisation,physics,,researchers,interactive,indoor,[],1,2025-08-31T09:56:34.740Z,2025-08-31T09:56:34.740Z,"Visitors see a scenery made of transparent adhesive tape pieces on glass. A polarised light is projected from behind. When viewed through a rotating polarising sheet (the analyzer), the objects in the scenery appear in changing colours.

This happens because the adhesive tape rotates the planes of polarisation of different colours of light by different amounts. As the analyzer rotates, it selectively allows certain colours to pass, producing the brilliant, shifting rainbow-like display.

✨ What You Learn

How polarisation affects light.

The principle of birefringence (different polarisation shifts for different wavelengths).

Real-world applications: polarised sunglasses, stress analysis in materials, 3D cinema glasses."
cmezi144000055vbi3pxjt4zm,Foucault Pendulum,physics,,researchers,interactive,indoor,[],1,2025-08-31T09:39:24.048Z,2025-08-31T09:39:24.048Z,"The Foucault Pendulum is a large, freely swinging pendulum that demonstrates the rotation of the Earth. Suspended from a tall support, the pendulum swings back and forth in a fixed plane. However, due to Earth’s rotation beneath it, the pendulum’s swing path appears to gradually rotate over time.

Visitors can observe pegs or markers being knocked down by the pendulum as proof of the Earth turning on its axis — a simple yet profound way to visualize our planet’s motion in space.

✨ Why It’s Exciting

A real-time proof of Earth’s rotation, visible to the naked eye.

Combines science, mechanics, and elegance.

Creates awe — “the Earth is moving beneath my feet.”"
cmezhuzvl00045vbicx5a8ye3,Sympathetic Swing (X-Axis),physics,,researchers,interactive,indoor,[],1,2025-08-31T09:34:38.607Z,2025-08-31T09:34:38.607Z,"A sympathetic swing along the X-axis refers to the resonance phenomenon where one pendulum or swing oscillates side-to-side (left and right along the X-axis), and another pendulum or system, when tuned to the same natural frequency, starts oscillating without direct push. This happens because of energy transfer through coupling (a rigid rod, string, or common support).

Working Principle:

Two pendulums (or swings) are hung from the same support beam.

If one pendulum oscillates along the X-axis (side-to-side), small vibrations travel through the support.

If the other pendulum has the same natural frequency (length = same), it will gradually pick up the oscillations.

This is sympathetic resonance — the second pendulum swings because of energy transfer, not because of direct force.

Key Points:

X-axis = left-to-right motion.

Occurs due to resonance + coupling.

Strongest when pendulums have identical lengths (same natural frequency).

Applications:

Physics experiments to demonstrate resonance.

Explains phenomena like tuning forks vibrating in sympathy.

Helps in designing vibration absorbers in machinery.

Shows how energy transfers in coupled oscillators.

⚖️ Example Analogy: If you strike one guitar string, another string tuned to the same frequency will vibrate without being touched. In swings (X-axis), one side-to-side oscillation creates a sympathetic swing in another."
cmezgvlkp00035vbi9l8zgad7,Sympathetic Swing (Z-Axis),physics,,researchers,interactive,indoor,[],1,2025-08-31T09:07:07.128Z,2025-08-31T09:07:07.128Z,"A sympathetic swing along the Z-axis is a demonstration of resonance and coupled oscillations, where one pendulum or swing transfers its motion to another aligned along the vertical (Z) axis. Unlike the X-axis (side-to-side) or Y-axis (front-to-back) swings, the Z-axis motion involves up-and-down oscillations, which are less common in everyday swings but can be visualized in spring–mass systems, hanging pendulums with elastic supports, or experimental setups in physics labs.

Working Principle:

When one system oscillates vertically, it induces vibrations in another system through a coupled medium (like a spring, rod, or elastic connector).

If both systems share the same natural frequency, sympathetic resonance occurs, and energy transfer makes the second system swing up and down.

This is often studied in mechanical vibrations, seismology (vertical ground oscillations), and structural resonance experiments.

Applications:

Demonstrating coupled oscillators in physics.

Studying resonance in vertical oscillations of bridges, towers, or machines.

Analogies in quantum mechanics where energy states resonate.

Earthquake-resistant engineering, where vertical sympathetic vibrations matter."
cmezgthta00025vbi58zegfka,Sympathetic Swing (Y-Axis Pendulum Coupling),physics,,researchers,interactive,indoor,[],1,2025-08-31T09:05:28.941Z,2025-08-31T09:05:28.941Z,"In a sympathetic swing, two or more pendulums are suspended from the same horizontal support (a string, bar, or flexible beam).

When one pendulum is set into motion, the energy slowly transfers through the support to the other pendulum(s).

Over time, the first pendulum slows down while the other starts swinging.

Eventually, the energy transfers back.

This creates a mesmerizing back-and-forth rhythm between them.

If aligned on the Y-axis (vertical direction), the system demonstrates how oscillations in one pendulum influence others through coupling.

🔬 Scientific Principle

Resonance & Energy Transfer → oscillations travel through the flexible support.

Coupled Oscillators → multiple systems sharing energy.

Conservation of Energy → total energy remains constant, only redistributed.

This effect is the same principle behind tuning forks, musical resonance, and even wireless energy transfer concepts.

✨ Why It’s Exciting

Looks magical — as if the pendulums are “communicating”.

Demonstrates wave transfer, resonance, and synchronization.

Connects to engineering applications: bridges swaying in sync, resonance in skyscrapers, and even synchronization of heart cells.

⚡ Short Museum Panel (70 words)

Sympathetic Swing shows how pendulums can “talk” through shared energy. When one pendulum starts swinging, its motion travels through the common support, slowly transferring energy to the other pendulum. The two then exchange swings in a rhythmic dance. This phenomenon demonstrates coupled oscillations and resonance, the same principles behind tuning forks, musical instruments, and even how structures like bridges or skyscrapers vibrate in sync."
cmezgpkh500015vbiz29xfkfm,Chaotic Pendulum,physics,,researchers,interactive,indoor,[],1,2025-08-31T09:02:25.768Z,2025-08-31T09:02:25.768Z,"The Chaotic Pendulum is a pendulum system with multiple arms or joints that creates unpredictable motion. Unlike a simple pendulum (which swings smoothly and predictably), a chaotic pendulum’s movement is extremely sensitive to initial conditions—tiny changes in how it’s released lead to vastly different motions.

The exhibit can feature:

A mechanical pendulum with multiple joints, where visitors can set it swinging.

A digital simulation showing how small initial changes cause huge differences in long-term motion.

A comparison between simple harmonic motion vs. chaotic motion.

✨ Why It’s Exciting

Demonstrates chaos theory in an accessible, hands-on way.

Shows how deterministic systems (obeying Newton’s laws) can still behave unpredictably.

Connects physics to weather forecasting, fluid dynamics, and even financial markets.

⚡ Short Museum Panel (70 words)

Chaotic Pendulum reveals the beauty of chaos in motion. Unlike a simple pendulum, this system with multiple arms moves in complex, unpredictable patterns. Tiny differences in how it’s released lead to entirely different paths, illustrating chaos theory—the idea that deterministic systems can still behave unpredictably. This principle helps scientists understand weather, turbulence, and other real-world phenomena where small changes create big effects."
cmezgnkgj00005vbic64xd7g0,Digital Library,technology,,researchers,passive,indoor,[],1,2025-08-31T09:00:52.431Z,2025-08-31T09:00:52.431Z,"The Digital Library exhibit brings the world of books, research, and knowledge into a virtual space. Visitors can explore thousands of e-books, journals, historical archives, and multimedia collections using touchscreens, tablets, or VR headsets. Features like voice search, AI-based recommendations, and AR pop-up content make learning interactive.

The exhibit can also demonstrate how cloud computing, digitization, and AI are transforming libraries into knowledge hubs without walls—accessible anytime, anywhere.

✨ Why It’s Exciting

Shows the shift from traditional to digital learning.

Promotes knowledge sharing & lifelong learning.

Lets visitors search, read, and interact with rare manuscripts, videos, or 3D models instantly.

⚡ Short Museum Panel (70 words)

Digital Library opens the gateway to knowledge through technology. Visitors can explore books, archives, and multimedia collections on interactive screens or in VR, with features like search, AI recommendations, and AR-enhanced content. This exhibit shows how libraries have transformed into digital hubs, accessible anytime and anywhere. It highlights the role of digitization and cloud computing in preserving information and making knowledge universally available."
cmezfxktb0001374k8521626m,🌊⛰️ Riverbeds of the Himalayas,earth-science,,families,passive,indoor,[],2,2025-08-31T08:40:39.837Z,2025-08-31T08:40:39.837Z,"🏞️ What is a Riverbed?

The riverbed is the ground at the bottom of a river where water flows.

In the Himalayas, riverbeds are made of rocks, pebbles, sand, and silt carried down from the mountains.

🌀 Himalayan Riverbeds

Himalayan rivers like the Ganga, Yamuna, Brahmaputra, and Indus rush down steep slopes.

Their fast flow erodes rocks and deposits gravel and sand in the riverbeds.

In the plains, riverbeds become wider, with fertile silt that supports farming.

💎 Treasures of Riverbeds

Pebbles & boulders: Worn smooth by flowing water.

Fossils & minerals: Found in some Himalayan riverbeds.

Shaligrams (ammonite fossils) are found in riverbeds of the Gandaki River in Nepal.

🌱 Why are Riverbeds Important?

Provide freshwater for drinking and farming.

Create fertile soil for agriculture.

Home to aquatic life like fish and plants.

Support traditional livelihoods (fishing, sand collection, small irrigation).

⚡ Did you know?
In monsoon, Himalayan riverbeds can change shape overnight due to floods, forming new channels and islands!"
cmezfw12e0000374kath5uxii,🦴⛰️ Himalayan Fossils,earth-science,,families,interactive,indoor,[],3,2025-08-31T08:39:27.587Z,2025-08-31T08:39:27.587Z,"Ancient Seas in the Sky

Believe it or not, the Himalayas were once under the sea!

Around 50 million years ago, the Indian Plate collided with the Eurasian Plate, pushing up the ocean floor to form the mountains.

That’s why you can find marine fossils — seashells, corals, and even ammonites — high up in the Himalayas, thousands of meters above sea level.

🌀 Ammonites – The Sacred Fossils

Fossils of spiral-shaped sea creatures called ammonites (locally known as Shaligrams) are found in rivers like the Gandaki in Nepal.

In Hindu tradition, these fossils are considered sacred symbols of Lord Vishnu.

They link science, culture, and spirituality in a unique way.

🌿 Traces of Ancient Life

Fossils of plants, reptiles, and mammals have also been discovered, revealing how the Himalayas evolved from tropical forests to icy peaks.

These fossils help scientists reconstruct past climates and understand how life adapted to rising mountains."
cmez7inlh001vhnnp68xuve3f,🌊🌍 Floods and Earthquakes in the Himalayas,environment,,families,passive,indoor,[],1,2025-08-31T04:45:06.677Z,2025-08-31T04:45:06.677Z,"🌊 Floods: Nature’s Fury

The Himalayas receive intense monsoon rains. When rivers overflow, flash floods sweep away villages, fields, and roads.

Melting glaciers form glacial lakes. Sometimes the ice dams burst — called Glacial Lake Outburst Floods (GLOFs) — releasing walls of water that destroy everything in their path.

Examples: Kedarnath Floods (2013), Chamoli Disaster (2021).

👉 Floods reshape valleys, cut off communities, and change rivers overnight.

🌍 Earthquakes: Shaking Mountains

The Himalayas are still growing because of the collision between the Indian Plate and the Eurasian Plate.

This collision stores enormous tectonic energy, released suddenly as earthquakes.

Some of the world’s most powerful quakes have shaken the region — like the Nepal Earthquake of 2015 (magnitude 7.8), which killed thousands and moved Mount Everest by a few centimeters!

👉 Earthquakes remind us the Himalayas are alive — still rising, shifting, and reshaping Earth."
cmez7gnpj001uhnnp5y370euv,🌍 Believe It or Not: Climate Change in the Himalayas,environment,,families,passive,indoor,[],1,2025-08-31T04:43:33.511Z,2025-08-31T04:43:33.511Z,"⚡ The Himalayas are melting faster than anywhere else on Earth!

❄️ Fact 1: Some glaciers here could vanish by 2100, losing up to 80% of their ice.

💧 Fact 2: More than 1.9 billion people depend on Himalayan rivers for water — but the taps may run dry in the future.

🌧️ Fact 3: Rainfall has gone crazy — flash floods, landslides, and droughts are hitting the same regions within months.

🦋 Fact 4: The snow leopard’s kingdom is shrinking every year. Rare herbs and crops are disappearing forever.

👨‍👩‍👧‍👦 Fact 5: Entire villages are being forced to move because their homes are sinking, flooding, or drying out.

🚨 Fact 6: Scientists call the Himalayas the “Third Pole” — if they melt, the whole planet will feel it."
cmez7dozh001thnnpl4olk6pv,🌍 Climate Change in the Himalayas,environment,,families,passive,indoor,[],1,2025-08-31T04:41:15.196Z,2025-08-31T04:41:15.196Z,"The Himalayas, known as the “Third Pole” because of their vast ice reserves, are warming faster than the global average. This is already reshaping landscapes, water systems, and the lives of millions.

❄️ Glacier Retreat

Himalayan glaciers are shrinking rapidly due to rising temperatures.

Some glaciers could lose up to 80% of their mass by 2100 if warming continues.

Increased glacier melt causes glacial lake outburst floods (GLOFs), threatening mountain communities.

💧 Water Security Risks

Rivers like the Ganga, Indus, and Brahmaputra depend on Himalayan snow & ice.

Short-term: more melt → floods.

Long-term: less ice → water shortages for agriculture, drinking, and hydropower.

🌧️ Changing Weather Patterns

Erratic monsoons: more intense rainfall, longer dry spells.

Flash floods & landslides becoming frequent in Uttarakhand, Himachal, and Nepal.

Droughts in traditionally fertile valleys.

🦋 Biodiversity Under Threat

Alpine plants, snow leopards, red pandas, and medicinal herbs are losing habitat.

Species are being forced to migrate upward to cooler zones, reducing biodiversity.

Traditional crops (millets, barley) are also affected by shifting climate zones.

👨‍👩‍👧‍👦 Impact on People

Mountain communities face crop failure, floods, and migration.

Traditional knowledge like gharat (water mills) and seasonal farming calendars is disrupted.

Cultural heritage at risk as villages relocate from disaster-prone areas.

🌱 Hope & Action

Promoting climate-resilient crops (millets, buckwheat).

Expanding renewable energy in mountain regions.

Community-based glacier conservation projects (like artificial glaciers/ice stupas in Ladakh).

Global action to limit warming is critical for Himalayan survival.

🔎 Exhibit Ideas

Before & After Glacier Photos: Show retreat over decades.

Interactive River Flow Model: Demonstrate effects of glacier melt on water supply.

Biodiversity Wall: Highlight species under threat and community conservation efforts.

Future Map: What the Himalayas might look like in 2100 if action isn’t taken"
